workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1 (valence),pcomp2 (negative arousal),dummy,Analysis,Overall Valence,Overall Arousal,Avg ID1,Avg ID2,scale1 (relative valence),scale2 (negative relative arousal)
A9DJ4U0G0MAA3,27,15,50,75,0.25,0.38,0.37,75,0.37,0.49,very happy; but not at max happiness. max payout had one of highest probabilities. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'happy': [6.8, 5.08, ['very happy', 'not very happiness'], 2]}",6.8,5.08,,,,4.5
A578KKFXCH6DX,27,15,50,75,0.25,0.38,0.37,75,0.37,0.289,Scott is very happy to have won the largest amount of money possible on his spin. He is not too surprised that he won; however; because his odds of winning $50 or $75 were greater than getting the smallest amount of $15. He's happy to be playing a game with such good odds and feels confident.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'confident': [7.98, 6.22, ['confident'], 1], 'surprised': [4.61, 4.61, ['not very surprised'], 1], 'happy': [8.3, 6.47, ['very happy', 'happy', 'good'], 3]}",7.5,6.05,,,,4.5
A290W8BVTNK0ZY,27,15,50,75,0.25,0.38,0.37,75,0.37,0.182,Excited and enthusiastic that he won the highest amount that you can win on a spin. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,,,,4.5
A7MDNLR6XMWBI,27,15,50,75,0.25,0.38,0.37,75,0.37,0.837,Mike is happy and excited he won the grand prize of $75; he had a good chance of landing on it.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [7.84, 5.96, ['happy', 'good'], 2]}",7.73,6.53,,,,4.5
A15BTZ2F2YSQ8I,28,40,65,100,0.36,0.4,0.24,40,0.36,0.363,Charlie is probably a little disappointed.  I don't know anything about Charlie but I would be happy to have just won anything.  I'm sure he was hoping for 100 or even 65 because they were obviously not the highest possible amount.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'inspired': [7.1, 5.78, ['hoping'], 1], 'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",6.24,6.07,4.694285714,5.558571429,0.194285714,-1.058571429
A21L1O4MOGTUCH,28,40,65,100,0.36,0.4,0.24,40,0.36,0.721,He is very excited to win free money to add to his account,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'excited': [8.5, 8.67, ['very excited'], 1]}",8.5,8.67,,,,4.5
A2ZAI1UI3BONP9,28,40,65,100,0.36,0.4,0.24,40,0.36,0.44,Frank is likely upset; as he won the least amount of money possible; but likely doesn't feel any additional negative feelings; as his odds of winning a higher amount were not better.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'sad': [2.0, 5.86, ['upset'], 1]}",2,5.86,,,,4.5
A3PR3TT31JCSEN,28,40,65,100,0.36,0.4,0.24,40,0.36,0.269,Alright with what he won; 65 isnt too much more than 40 and the 100 was much smaller,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'content': [6.06, 4.7, ['alright'], 1]}",6.06,4.7,,,,4.5
A09281221R5UN2B9X8VQQ,28,40,65,100,0.36,0.4,0.24,40,0.36,0.145,I think Tom feels okay about winning the $40 prize.  It is the least amount but it is still a fair amount of money.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'content': [6.06, 4.7, ['okay'], 1]}",6.06,4.7,,,,4.5
A2HR7ZIX42FEPG,28,40,65,100,0.36,0.4,0.24,40,0.36,0.889,He is probably bummed out by not having won 100 dollars because it a lot of money. He is also bummed out because of the fact that he was fairly close to 65 dollars. ,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'sad': [2.39, 4.78, ['bummed'], 2]}",2.39,4.78,,,,4.5
A324HA2AP7AU8Q,28,40,65,100,0.36,0.4,0.24,40,0.36,0.78,Jacob was sad to get the lowest amount of money; especially because he had an equal chance to get 65,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,1,"{'sad': [1.61, 4.13, ['sad'], 1]}",1.61,4.13,,,,4.5
A3FMBZRXBR0BH6,29,40,65,100,0.38,0.34,0.28,65,0.34,0.29,Good,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,6.872,5.372,2.372,-0.872
A2SJ48G1X5OSN8,29,40,65,100,0.38,0.34,0.28,65,0.34,0.93,He'd be pretty pleased; because it's more than the minimum win possibility.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'happy': [7.01, 4.97, ['a little pleased'], 1]}",7.01,4.97,,,,4.5
ARI7XTF8WJTI8,29,40,65,100,0.38,0.34,0.28,65,0.34,0.528,Bob is probably glad he got $65 since the chance of spinning $40 and $65 was exactly the same.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,,,,4.5
A15BTZ2F2YSQ8I,29,40,65,100,0.38,0.34,0.28,65,0.34,0.924,Scott is probably satisfied by playing.  Not the highest winnings and not the lowest.  He had an equal opportunity (or at least close) to win just about any of the amounts.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'content': [7.94, 4.95, ['satisfied'], 1]}",7.94,4.95,,,,4.5
A3VPLXGSHH2R9S,29,40,65,100,0.38,0.34,0.28,65,0.34,0.96,a little sad since he was close to winning the 100.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'sad': [2.62, 5.13, ['a little sad'], 1]}",2.62,5.13,,,,4.5
A3MV1DRG1VT6S2,29,40,65,100,0.38,0.34,0.28,65,0.34,0.28,he would feel good about this because it was the second highest payout.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,,4.5
A9DJ4U0G0MAA3,29,40,65,100,0.38,0.34,0.28,65,0.34,0.163,happy. all the payouts were sufficiently high. ,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A2JVVBXUEKSD6J,29,40,65,100,0.38,0.34,0.28,65,0.34,0.281,Middle amount of money; which is good. The odds are about even; so that might be a disappointment; but it won't be as bad if that had the worst odds and he still got it.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'unfortunate': [2.0, 4.0, ['bad'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",4.74,4.72,,,,4.5
A6K30KTZC5MYT,29,40,65,100,0.38,0.34,0.28,65,0.34,0.924,Somewhat satisfied.  He wan the middle prize but the highest prize was of significantly more value.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'content': [6.94, 3.95, ['a little satisfied'], 1]}",6.94,3.95,,,,4.5
A21L1O4MOGTUCH,29,40,65,100,0.38,0.34,0.28,65,0.34,0.266,Charlie is very happy to have won the 65 because its the second highest on wheel.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
A117G4HSX1Y0LQ,30,40,65,100,0.37,0.32,0.31,100,0.31,0.393,I think Tom is super-excited.  He couldn't be more happy.  He had a 1 in 3 chance of landing on $100; so the fact that he landed in the $100 slot is exciting.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'excited': [7.5, 7.67, ['exciting'], 1], 'happy': [3.39, 1.67, ['not happy'], 1]}",5.45,4.67,8.244285714,6.772857143,3.744285714,-2.272857143
A219M3DT6KUL7C,30,40,65,100,0.37,0.32,0.31,100,0.31,0.225,Scott is thrilled that he won $100. His spin couldn't have gone any better.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'happy': [8.06, 8.02, ['thrilled'], 1]}",8.06,8.02,,,,4.5
A2ZAI1UI3BONP9,30,40,65,100,0.37,0.32,0.31,100,0.31,0.728,Frank is very happy.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
A1CCAFAD05OR0O,30,40,65,100,0.37,0.32,0.31,100,0.31,0.358,Mike is really happy about winning the $100.  The spin was perfect and couldn't have resulted in a larger sum of money.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
A578KKFXCH6DX,30,40,65,100,0.37,0.32,0.31,100,0.31,0.39,George is very happy to have won $100. He knew that his odds weren't great; but not too small; either. He would have been reasonably happy to have won $65; but he is definitely happy to have gotten the biggest prize. ,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'great': [8.5, 8.5, ['great'], 1], 'happy': [8.55, 6.83, ['very happy', 'happy'], 3]}",8.54,7.25,,,,4.5
A3VPLXGSHH2R9S,30,40,65,100,0.37,0.32,0.31,100,0.31,0.09,happy. won the most money possible.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A3FMBZRXBR0BH6,30,40,65,100,0.37,0.32,0.31,100,0.31,0.159,Steve feels awesome because he won the largest amount with a 33.33% chance of doing so.,3,66.6,33.4,8.714285714,1,1.142857143,6.857142857,1.142857143,1.071428571,6.785714286,1.571428571,4.377130504,-0.868140751,1,"{'great': [9.0, 6.0, ['awesome'], 1]}",9,6,,,,4.5
A219M3DT6KUL7C,31,45,60,90,0.54,0.3,0.16,45,0.54,0.106,He feels happy that he won money. Tom wishes he would have won more; but he'll take what he can get.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.65,5.83,4.8775,5.37375,0.3775,-0.87375
A2HR7ZIX42FEPG,31,45,60,90,0.54,0.3,0.16,45,0.54,0.904,I think he'd be a bit bummed out that he didn't manage to win 90 dollars in the smaller section. And probably a little sad that it stopped so close to 60. He probably thinks he could have won 60.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'sad': [2.5, 4.96, ['bummed', 'a little sad'], 2]}",2.5,4.96,,,-4.5,4.5
A2P9CB7M5EG2II,31,45,60,90,0.54,0.3,0.16,45,0.54,0.785,Though the player will be disappointed that he did not win a higher amount; he will definitely not be fully depressed because he at the least goes with some prize.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'sad': [5.31, 8.2, ['not depressed'], 1]}",3.85,6.56,,,-4.5,4.5
A3R7OA5VLKONPU,31,45,60,90,0.54,0.3,0.16,45,0.54,0.813,sad because he won the lowest amount.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'sad': [1.61, 4.13, ['sad'], 1]}",1.61,4.13,,,-4.5,4.5
A25DHXVNVC0VPW,31,45,60,90,0.54,0.3,0.16,45,0.54,0.177,James feels good about winning $45. Although $60 or $90 would be better; $45 still isn't too bad so James should feel okay about it.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'content': [6.06, 4.7, ['okay'], 1], 'unfortunate': [4.25, 6.25, ['not very bad'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",5.93,5.46,,,-4.5,4.5
AEX9MA72M10DC,31,45,60,90,0.54,0.3,0.16,45,0.54,0.782,He would feel positive.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'happy': [8.0, 5.97, ['positive'], 1]}",8,5.97,,,-4.5,4.5
A324HA2AP7AU8Q,31,45,60,90,0.54,0.3,0.16,45,0.54,0.985,James is disappointed to win the lowest amount of money; but not taken by surprise.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,-4.5,4.5
A1MVIKO1GL51YY,31,45,60,90,0.54,0.3,0.16,45,0.54,0.195,Scott is glad for the $45; but probably wished he had beaten the odds and won the $90 instead.,1,56.7,-11.7,4.642857143,3.857142857,2.857142857,2.714285714,2.142857143,1.285714286,3.785714286,5.071428571,-3.300528104,1.546201701,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,,,-4.5,4.5
A3VPLXGSHH2R9S,32,45,60,90,0.52,0.29,0.19,60,0.29,0.221,a little happy since he won more money than he was likely to win.,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'happy': [7.22, 5.49, ['a little happy'], 1]}",7.22,5.49,7.655714286,6.59,3.155714286,-2.09
A15BTZ2F2YSQ8I,32,45,60,90,0.52,0.29,0.19,60,0.29,0.669,Eric should be happy.  He obviously had a very good chance of winning the lowest amount.  60 is respectable winnings.  If he would have spun the darn thing just a little harder.,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'happy': [8.34, 6.46, ['happy', 'very good'], 2]}",8.34,6.46,,,-4.5,4.5
A3PR3TT31JCSEN,32,45,60,90,0.52,0.29,0.19,60,0.29,0.302,Happy. only expected to get 45 but got 60!,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
A219M3DT6KUL7C,32,45,60,90,0.52,0.29,0.19,60,0.29,0.768,Bob is very happy with $60. He wish he could have won more; but he is satisfied with the outcome of his spin.,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'fortunate': [7.09, 5.16, ['wish'], 1], 'happy': [9.22, 7.49, ['very happy'], 1]}",8.08,5.87,,,-4.5,4.5
A3MV1DRG1VT6S2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.735,He would feel great about this spin because it did not land in the larger section for less payout.,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,,,-4.5,4.5
A09281221R5UN2B9X8VQQ,32,45,60,90,0.52,0.29,0.19,60,0.29,0.008,I think Tom feels great about it.  The wheel very nearly landed on $45 dollars instead of $60.,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,,,-4.5,4.5
A290W8BVTNK0ZY,32,45,60,90,0.52,0.29,0.19,60,0.29,0.481,Content with the amount that he won yet disappointed he could have won more,2,57.9,2.1,6.6,1.7,1.35,5.1,1.15,1.1,5.95,2.85,1.667204178,0.499541468,1,"{'content': [7.06, 4.7, ['content'], 1], 'disappointed': [2.39, 4.92, ['disappointed'], 1]}",4.73,4.82,,,-4.5,4.5
A35R4R94ZTZFSV,33,45,60,90,0.5,0.3,0.2,90,0.2,0.29,Excited because he won the most amount of $ possible,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,7.704,6.55,3.204,-2.05
A12DDKXPSHDPSV,33,45,60,90,0.5,0.3,0.2,90,0.2,0.529,He's extremely happy that he won the largest amount. ,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
A21L1O4MOGTUCH,33,45,60,90,0.5,0.3,0.2,90,0.2,0.29,He is in a lost for words that he has a free 90 dollars to spend on whatever he likes.,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,{},0,0,,,-4.5,4.5
A3VPLXGSHH2R9S,33,45,60,90,0.5,0.3,0.2,90,0.2,0.253,happy. he won the most money possible when the odds were against him.,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
A324HA2AP7AU8Q,33,45,60,90,0.5,0.3,0.2,90,0.2,0.173,James is thrilled to win the largest amount of money.  It was unexpected; because the probability to land on that section was smaller than the others.,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'happy': [8.06, 8.02, ['thrilled'], 1]}",8.06,8.02,,,-4.5,4.5
A1WND2TPRFA4H,33,45,60,90,0.5,0.3,0.2,90,0.2,0.858,very happy!!!!,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
AMHS55IO8IWSH,33,45,60,90,0.5,0.3,0.2,90,0.2,0.871,Mike must feel amazing considering his win was the highest amount of money; $90; and he had the lowest chance of landing on that fraction of the wheel. He could not have asked for a better outcome. ,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'great': [9.0, 6.0, ['amazing'], 1]}",9,6,,,-4.5,4.5
A09281221R5UN2B9X8VQQ,33,45,60,90,0.5,0.3,0.2,90,0.2,0.55,Bob felt great about winning the 90 dollar prize.  It is the least likely; and highest value.,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,,,-4.5,4.5
A3PR3TT31JCSEN,33,45,60,90,0.5,0.3,0.2,90,0.2,0.218,He feels ecstatic; he was just expecting to get 45$ maybe 60 but ended up with 90,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1]}",8.66,6.92,,,-4.5,4.5
A2P9CB7M5EG2II,33,45,60,90,0.5,0.3,0.2,90,0.2,0.085,The player will be so ecstatic as it is the highest amount which can possibly be won on this board.,3,58.5,31.5,8.896551724,1,1,7.275862069,1.034482759,1,8.103448276,1.034482759,5.454450388,-1.494532832,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1]}",8.66,6.92,,,-4.5,4.5
A21L1O4MOGTUCH,34,30,50,90,0.43,0.23,0.34,30,0.43,0.377,He is happy but a little disappointed that he could not win the 50 or 90.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.81,6.21,4.088571429,4.811428571,-0.411428571,-0.311428571
A2ZAI1UI3BONP9,34,30,50,90,0.43,0.23,0.34,30,0.43,0.09,Eric is likely upset; as he won the lowest amount possible; and was very close to winning the highest amount.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'sad': [2.0, 5.86, ['upset'], 1]}",2,5.86,,,-4.5,4.5
A9DJ4U0G0MAA3,34,30,50,90,0.43,0.23,0.34,30,0.43,0.31,disappointed. won alot of money; but missed out on over 50% chance of making 50 or more,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,-4.5,4.5
A3MV1DRG1VT6S2,34,30,50,90,0.43,0.23,0.34,30,0.43,0.932,He would feel ok about this spin because it landed on the largest section even though it was lowest payout.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'content': [6.06, 4.7, ['ok'], 1]}",6.06,4.7,,,-4.5,4.5
A18HFV4R3DNHOQ,34,30,50,90,0.43,0.23,0.34,30,0.43,0.178,Scott got the expected outcome and walks away with 30 dollars. While it's not 50 or 90; I imagine that he is still somewhat happy; though perhaps a little sad that it wasn't more.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'sad': [2.62, 5.13, ['a little sad'], 1], 'happy': [7.22, 5.49, ['a little happy'], 1]}",4.91,5.31,,,-4.5,4.5
AQ6WLDBYMYLW6,34,30,50,90,0.43,0.23,0.34,30,0.43,0.731,Alex is not pleased with the result. The $90 was close to the same size as the $30; but he didn't quite land on it.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'happy': [3.45, 1.41, ['not pleased'], 1]}",3.45,1.41,,,-4.5,4.5
A578KKFXCH6DX,34,30,50,90,0.43,0.23,0.34,30,0.43,0.392,Jake is somewhat disappointed to have won $30. He is not too surprised; though; since this was the greatest probability of happening. He feels that is better to have won something than nothing at all.,1,55,-25,5.125,3,2,3.5625,1.8125,1.3125,4.0625,5,-2.109877226,1.360780688,1,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'surprised': [4.61, 4.61, ['not very surprised'], 1]}",4,5.27,,,-4.5,4.5
A09281221R5UN2B9X8VQQ,35,30,50,90,0.41,0.24,0.35,50,0.24,0.361,I think Frank feels okay about the outcome of his spin.  He won a moderate cash prize; as opposed to the lowest.,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'content': [6.06, 4.7, ['okay'], 1]}",6.06,4.7,6.91,5.977142857,2.41,-1.477142857
A3EBZQ81L976E1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.563,Bob wishes he would have won the $90 since there was about 1/3 chance of getting it; but at the same time he's glad that he won $50 instead of $30 with such a high chance of winning $30.,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'fortunate': [7.09, 5.16, ['wishes', 'glad'], 2]}",7.09,5.16,,,-4.5,4.5
A30IS80MAGH20S,35,30,50,90,0.41,0.24,0.35,50,0.24,0.635,Pleased,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97,,,-4.5,4.5
A3PR3TT31JCSEN,35,30,50,90,0.41,0.24,0.35,50,0.24,0.141,bittersweet; happy to get 50 but wishes he could have gotten 90,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.65,5.83,,,-4.5,4.5
A35B3KI1K34CRA,35,30,50,90,0.41,0.24,0.35,50,0.24,0.332,he is happy he won some money,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
A18HFV4R3DNHOQ,35,30,50,90,0.41,0.24,0.35,50,0.24,0.533,John beat the odds and wound up with 50 dollars. While he h ad a better chance of getting 90; at least it wasn't 30. It would be a little frustrating not to get the 90; but it's better than getting 30.,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'annoying': [3.48, 6.61, ['a little frustrating'], 1]}",3.48,6.61,,,-4.5,4.5
A12DDKXPSHDPSV,35,30,50,90,0.41,0.24,0.35,50,0.24,0.579,He's happy and excited that he won $50.,2,55.8,-5.8,6.222222222,2.222222222,2,4.888888889,1.555555556,1.222222222,5.555555556,3.277777778,0.576749795,0.290183679,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.86,7.08,,,-4.5,4.5
A2SJ48G1X5OSN8,36,30,50,90,0.39,0.25,0.36,90,0.36,0.483,Thrilled!!! He won as much as possible!,3,56.6,33.4,8.529411765,1.058823529,1.058823529,6.117647059,1.294117647,1.058823529,8,1,4.924954411,-0.657984387,1,"{'happy': [8.06, 8.02, ['thrilled'], 1]}",8.06,8.02,8.114,6.876,3.614,-2.376
A131CBUQKTKOA5,36,30,50,90,0.39,0.25,0.36,90,0.36,0.007,I think he feels really happy about it.,3,56.6,33.4,8.529411765,1.058823529,1.058823529,6.117647059,1.294117647,1.058823529,8,1,4.924954411,-0.657984387,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
A9DJ4U0G0MAA3,36,30,50,90,0.39,0.25,0.36,90,0.36,0.195,very happy. ,3,56.6,33.4,8.529411765,1.058823529,1.058823529,6.117647059,1.294117647,1.058823529,8,1,4.924954411,-0.657984387,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
