workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1,pcomp2,dummy
AEX9MA72M10DC,42,0,40,95,0.26,0.42,0.32,95,0.32,0.367,He would feel like jumping up and down!,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,0
A29PB2C8XD8TVG,43,10,50,75,0.55,0.28,0.17,10,0.55,0.532,He probably didn't feel that good. This is the lowest possible amount he could have won.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A2JVVBXUEKSD6J,43,10,50,75,0.55,0.28,0.17,10,0.55,0.652,Probably pretty excited that he won; but he may be disappointed that he didn't get the $50 or the $75. That's what I normally see on game shows.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A1ELUKA39RLZ9F,43,10,50,75,0.55,0.28,0.17,10,0.55,0.821,I think he feels okay.  Maybe a little disappointed that he didn't get \lucky;\ but he knew that $10 was the most likely outcome.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
AAICL10ND2YK3,43,10,50,75,0.55,0.28,0.17,10,0.55,0.182,George probably feels like this was going to happen. He may have had his hopes up for the bigger prizes; but the $10 prize had a much bigger probability of happening.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A22CF8BF9YQND7,43,10,50,75,0.55,0.28,0.17,10,0.55,0.43,Eric was more or less expecting to win $10; so he is happy with the result but longs for another chance to spin and earn more.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A7MDNLR6XMWBI,43,10,50,75,0.55,0.28,0.17,10,0.55,0.586,He is content he won the smallest about but he had a larger probability to get that amount.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A1QF81TW14N20Z,43,10,50,75,0.55,0.28,0.17,10,0.55,0.585,He's disappointed but not surprised. He didn't expect to make 75 dollars; He hoped for at least 50; tho.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A3CU2FZBZBTH8Y,43,10,50,75,0.55,0.28,0.17,10,0.55,0.419,not too happy.  knowing that more than half of your chances means that you win something isn't too bad.  granted; his chances of winning 50 or 75 weren't too bad either.  but he's not walking away empty handed; so he's not too happy; but not sad or mad; i guess just kinda happy.  somewhere in the middle.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A2HR7ZIX42FEPG,43,10,50,75,0.55,0.28,0.17,10,0.55,0.008,He is probably very unhappy because of the fact that the spinner stopped VERY CLOSE to the 75 dollars section. Seriously; he must be upset and unhappy.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A3Q68BOA79SD35,43,10,50,75,0.55,0.28,0.17,10,0.55,0.927,I think he was really hoping for the $50 or $75; but he probably expected to win the $10 since the portion is so large.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A2YTOX7SEDJ1TC,43,10,50,75,0.55,0.28,0.17,10,0.55,0.496,he probably feels pretty sad. the $10 is the lowest amount. He'd probably feel cheated.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A1YX045UYGCNLA,43,10,50,75,0.55,0.28,0.17,10,0.55,0.88,Josh was probably disappointed but not all together surprised.  It had the greatest odds but the prize is way lower than the other two.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A1MKYMYY34DZIO,43,10,50,75,0.55,0.28,0.17,10,0.55,0.883,He feels a bit let down. But he knew that $10 was most likely what he was going to win because it's the largest sized; so he's not surprised.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A2ZAI1UI3BONP9,43,10,50,75,0.55,0.28,0.17,10,0.55,0.529,Charlie is likely upset; as he won the lowest amount possible.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
ARI7XTF8WJTI8,43,10,50,75,0.55,0.28,0.17,10,0.55,0.406,Bob most likely expected to spin $10; but was hoping for $50 or $75. The chance of spinning $10; however; was much greater.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A12DDKXPSHDPSV,43,10,50,75,0.55,0.28,0.17,10,0.55,0.076,Tom is disappointed he didn't win more.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A1O5AK4XED79SN,43,10,50,75,0.55,0.28,0.17,10,0.55,0.266,He is dissapointedt but not surprised to have won the smallest prize,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
AT8TGZHM997JZ,43,10,50,75,0.55,0.28,0.17,10,0.55,0.041,mad it wasnt bigger but expecting it,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A10H6SVCWA0NPR,43,10,50,75,0.55,0.28,0.17,10,0.55,0.147,He feels okay; since he predicted he would probably win 10 dollars.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A15BTZ2F2YSQ8I,43,10,50,75,0.55,0.28,0.17,10,0.55,0.145,Eric should not be surprised at winning the lowest.  Over half the wheel was the lowest amount.  At least its probably more than what he had prior to playing so he should be happy.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A21L1O4MOGTUCH,43,10,50,75,0.55,0.28,0.17,10,0.55,0.363,Mike is very disappointed he did not win more then just 10 dollars\n,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A17HKMNGZVXXGJ,43,10,50,75,0.55,0.28,0.17,10,0.55,0.946,He feels kind of bad. The other prizes were so much larger than $10 that he cannot help himself but be disappointed. ,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
AQ6WLDBYMYLW6,43,10,50,75,0.55,0.28,0.17,10,0.55,0.977,Josh is displeased; but he understands the outcome. He had a very high chance of only winning $10.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A3BY68N6X2BEGS,43,10,50,75,0.55,0.28,0.17,10,0.55,0.882,Jacob got gyped!  He got the smallest prize and is feeling pretty angry; it was easy to make $10 but he was hoping to get the big jackpot.  He's probably regretting his spin and wishing he could do it all over again.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A2ZUC3INRC7TP3,43,10,50,75,0.55,0.28,0.17,10,0.55,0.586,Eric is disappointed; but not too unhappy. It would have been nice to have a higher amount; but the odds were against him and he feels that $10 is better than nothing.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A18HFV4R3DNHOQ,43,10,50,75,0.55,0.28,0.17,10,0.55,0.903,Alex is probably sad and frustrated that he got a wheel with a very high chance of getting little money.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,0
A3CU2FZBZBTH8Y,44,10,50,75,0.58,0.24,0.18,50,0.24,0.233,pretty good.  he had slightly larger chance of winning the 50 vs the 75; but his chances of winning 10 were huge; so beating those odds made him happy.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AZ4MMVSAY9L3X,44,10,50,75,0.58,0.24,0.18,50,0.24,0.713,Bob probably feels pretty good as more than half the wheel was for the $10 amount; so getting five times that amount with only about a quarter chance of winning that much would make him happy.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AT0COJ1G23ZB0,44,10,50,75,0.58,0.24,0.18,50,0.24,0.663,I think he felt very happy. There's a extremely large chance of only winning $10; but he won more than that anyway.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3I546VTF7B6YX,44,10,50,75,0.58,0.24,0.18,50,0.24,0.994,Jake is very happy. Jake has a smile across his face; he is excited for the next spin.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3L9437EC5JYC6,44,10,50,75,0.58,0.24,0.18,50,0.24,0.772,Tom still feels pretty lucky; since there was like a 60% chance he'd only earn $10. He probably hopes his odds don't keep going down at this rate.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3PPCEDYR2EB22,44,10,50,75,0.58,0.24,0.18,50,0.24,0.19,Pretty good; he won some money but not the highest.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A1IQFCP21AQGR,44,10,50,75,0.58,0.24,0.18,50,0.24,0.077,George is sure to be happy. He could have easily won $10. Instead he got 5 times that amount with a smaller chance.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A117G4HSX1Y0LQ,44,10,50,75,0.58,0.24,0.18,50,0.24,0.074,Bob feels great about winning $50.  He knew his chances of winning $10 was much higher than landing on $50.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AMHS55IO8IWSH,44,10,50,75,0.58,0.24,0.18,50,0.24,0.47,Jacob probably feels pretty good with his results. He didn't get the least amount of money which was attached to the largest part of the pie (wheel) but received the middle amount which isn't terrible. ,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A33FFJJSNXZSG2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.937,James should be happy with the outcome.  He had about a 60% chance of winning only $10; so winning $50 should be a relief.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3R7OA5VLKONPU,44,10,50,75,0.58,0.24,0.18,50,0.24,0.162,Happy because he won the middle amount on the wheel.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AU22FY21Z38OB,44,10,50,75,0.58,0.24,0.18,50,0.24,0.084,George is quite happy and feels relieved.  He was worried he would only win $10 and was pleasantly surprised to win $50 instead.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2LEY4X3LD8G26,44,10,50,75,0.58,0.24,0.18,50,0.24,0.496,Happy,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A212WMJOUG2P4R,44,10,50,75,0.58,0.24,0.18,50,0.24,0.933,He would be a bit excited that he just won %50,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AQ6WLDBYMYLW6,44,10,50,75,0.58,0.24,0.18,50,0.24,0.408,David is pleased with the results. He avoided the large $10 area and managed to win the middle amount of $50.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A32MGFYA9L2IYT,44,10,50,75,0.58,0.24,0.18,50,0.24,0.544,greatt,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A19ZT0TQPFA2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.845,Jake won the second highest amount; so he is happy where he is. He could have gone higher or lower but he got in the middle and that is decent; so he is satisfied. ,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2NKX5IMNPQTTI,44,10,50,75,0.58,0.24,0.18,50,0.24,0.663,Frank should feel good. While he won the middle amount. He should be happy since the odds were that would have won $10 since that is the largest piece of the wheel and the most likely outcome. He beat the odds.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2QNGPV4PX8TFJ,44,10,50,75,0.58,0.24,0.18,50,0.24,0.006,he would be happy,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2PVGP0VBGJEHY,44,10,50,75,0.58,0.24,0.18,50,0.24,0.09,Pretty good about it; glad he didn't hit 10,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3TSX6OITQPBR6,44,10,50,75,0.58,0.24,0.18,50,0.24,0.581,Alex is pleased even though he didn't win the highest amount.  The chances of him winning only $10 was very great; so he beat the odds and won a substantial amount of money.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AHP3TKMY58D8Z,44,10,50,75,0.58,0.24,0.18,50,0.24,0.902,Tom is pretty satisfied. He avoided the 10$ low prize and got 50$.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3QB0Z9AN62HFH,44,10,50,75,0.58,0.24,0.18,50,0.24,0.49,Jacob is pretty happy. That was a good spin on his part. $50 is nothing to complain about,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A35B3KI1K34CRA,44,10,50,75,0.58,0.24,0.18,50,0.24,0.954,he is happy to win the middle amount,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2NBR4ZN8VGUU9,44,10,50,75,0.58,0.24,0.18,50,0.24,0.24,Josh is happy since chances were he would win $10 and he won $50.  He wishes he had won $75 but chance was higher.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A578KKFXCH6DX,44,10,50,75,0.58,0.24,0.18,50,0.24,0.359,John is reasonably happy to have won $50. He would have preferred to win $75; but he is very happy that the marker wheel didn't stop at $10; since this was the highest probability.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
AHYJONIS0LE1X,44,10,50,75,0.58,0.24,0.18,50,0.24,0.898,Beat the odds for a pretty good payday!,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
ADJ24P3SDIKOA,44,10,50,75,0.58,0.24,0.18,50,0.24,0.136,glad it went past the 10$ and on to the 50$. excited he won the top prize,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2GXD2V6YEL7OA,44,10,50,75,0.58,0.24,0.18,50,0.24,0.722,Great!,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A30N110TZJLSTN,44,10,50,75,0.58,0.24,0.18,50,0.24,0.677,wow not bad,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A1HBIE5LRTQK1L,44,10,50,75,0.58,0.24,0.18,50,0.24,0.901,Fifty bucks is the magic number that makes George happy; and he just won that amount on the wheel. He's very happy.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A3UX6ETXQOCG65,44,10,50,75,0.58,0.24,0.18,50,0.24,0.761,He is a little happy; and a little depressed. He wishes he would have won the 75,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2EEUQ0YY2XIU,44,10,50,75,0.58,0.24,0.18,50,0.24,0.148,It's not the most; and it's not the least. It's a decent amount. ,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A2ZUC3INRC7TP3,44,10,50,75,0.58,0.24,0.18,50,0.24,0.628,Tom feels lucky and relieved that he beat the odds. He is happy to have $50.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,0
A1TFWB4P6PXA3M,45,10,50,75,0.6,0.24,0.16,75,0.16,0.339,He probably thinks that he is very lucky. There is a low chance of a person landing on $75 when spinning the wheel.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A2YTOX7SEDJ1TC,45,10,50,75,0.6,0.24,0.16,75,0.16,0.934,He feels amazing! There is a huge chance for just $10; but he won the biggest amount.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
AHP3TKMY58D8Z,45,10,50,75,0.6,0.24,0.16,75,0.16,0.688,Jake is pumped! He had a small chance to win the full 75$ but he got it!,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A9K7HUROMLTQ4,45,10,50,75,0.6,0.24,0.16,75,0.16,0.696,I think Charlie feels exhilarated to win the highest amount. He feels lucky that the pointer landed within the smallest portion of the wheel.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A12E0YAXVLAJOW,45,10,50,75,0.6,0.24,0.16,75,0.16,0.062,Tom can't believe that he landed on the biggest prize. He thought for sure he'd get the $10 because the win area was larger.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A2JVVBXUEKSD6J,45,10,50,75,0.6,0.24,0.16,75,0.16,0.026,Yay for the most money! Especially since that wasn't the highest odds.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A219M3DT6KUL7C,45,10,50,75,0.6,0.24,0.16,75,0.16,0.896,Charlie is extremely happy with his outcome. He has won the most money possible.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A236LC3K242Y4B,45,10,50,75,0.6,0.24,0.16,75,0.16,0.307,He feels excited and lucky; as the chances for winning the $ 75 weren't that high.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
ARL02LF79QANB,45,10,50,75,0.6,0.24,0.16,75,0.16,0.806,I feel Charlie would be very happy with what he won.  He probably didn't think it would land on $75 because that is the smallest section on the wheel and also a lot more than the smallest amount of $10.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
AQ277F26ZFB1K,45,10,50,75,0.6,0.24,0.16,75,0.16,0.35,the odds of getting the bigger price were very little. Charlie must be extremely happy,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A2NBR4ZN8VGUU9,45,10,50,75,0.6,0.24,0.16,75,0.16,0.15,Eric feels lucky since lowest chance was to win the $75 and he won it.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A1P3ANV9KI0OVP,45,10,50,75,0.6,0.24,0.16,75,0.16,0.084,James is feeling amazing. Hardest mark to hit; and struck it. He's feeling really lucky; and really good at the same time,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A235ULDV4XUVDM,45,10,50,75,0.6,0.24,0.16,75,0.16,0.317,happy that he has won the most money that was avaliable,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
AT3C00TKZK13L,45,10,50,75,0.6,0.24,0.16,75,0.16,0.624,Jake is really excited. The roulette landed on the smallest part and the biggest reward.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A3HOZA7QXYKN5Y,45,10,50,75,0.6,0.24,0.16,75,0.16,0.66,He beat the odds; he must be feeling good. The space was smallest; the award was highest. That means he accomplished something hard to get.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
AT8TGZHM997JZ,45,10,50,75,0.6,0.24,0.16,75,0.16,0.94,lucky he won the largest amount on the smallest odds,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A3VP27UUQ34OXK,45,10,50,75,0.6,0.24,0.16,75,0.16,0.886,Josh is not surprised at all that he ended up with $10.  After all; there was about a 60% chance that he'd get it.  At least he walks away with something though.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A9DJ4U0G0MAA3,45,10,50,75,0.6,0.24,0.16,75,0.16,0.219,lucky and happy. gunslinger won out.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A32MGFYA9L2IYT,45,10,50,75,0.6,0.24,0.16,75,0.16,0.393,greattttt,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A3L9437EC5JYC6,45,10,50,75,0.6,0.24,0.16,75,0.16,0.894,He probably feels very lucky; since there was only a small chance that he would win the greatest amount possible. He probably also feels hopeful about the next round.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A26OPFKHL4BHOZ,45,10,50,75,0.6,0.24,0.16,75,0.16,0.765,Didn't think Steve was going to win 75.  Good for him. ,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,0
A8ZI8HDFJMEWJ,46,55,70,85,0.26,0.53,0.21,55,0.26,0.126,I think he was happy he won; but was a little dissapointed he did not win a higher value.,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A235ULDV4XUVDM,46,55,70,85,0.26,0.53,0.21,55,0.26,0.564,i think he felt happy that he won 55 but wishes that he would have won more,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A3TSX6OITQPBR6,46,55,70,85,0.26,0.53,0.21,55,0.26,0.811,David is somewhat pleased. He could have won a lot more; so he is not as happy as he could be.  However; $55 is a decent amount of money; so he is glad to have spun the wheel.,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A17HKMNGZVXXGJ,46,55,70,85,0.26,0.53,0.21,55,0.26,0.455,He feels fairly happy although; the fact that he had a 75% chance of getting a larger prize makes him a little upset.,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A3VP27UUQ34OXK,46,55,70,85,0.26,0.53,0.21,55,0.26,0.543,Charlie has mixed feeling.  He's happy to have won the $55. But he can't help feeling sad about winning the lowest amount there was to win.,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A2YTOX7SEDJ1TC,46,55,70,85,0.26,0.53,0.21,55,0.26,0.354,I think he's still happy because $55 is a nice prize!,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A2NVNTNQ6KH6JR,46,55,70,85,0.26,0.53,0.21,55,0.26,0.189,No! Totally disappointed that he just won the least amount of the money on the wheel. But at least it's something!,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A2LEY4X3LD8G26,46,55,70,85,0.26,0.53,0.21,55,0.26,0.946,Disappointed,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A2GXD2V6YEL7OA,46,55,70,85,0.26,0.53,0.21,55,0.26,0.591,Upset because of the amount of money he could have one,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
A3EBZQ81L976E1,46,55,70,85,0.26,0.53,0.21,55,0.26,0.67,Tom feels cheated that he had more than a 50% chance of winning $70 but instead he won the smaller amount ($55).,1,69.25,-14.25,5.217391304,2.565217391,2.130434783,4.304347826,2.173913043,1.391304348,4.652173913,4.347826087,-1.280069727,0.641205144,0
